product_id,classification,category,brand,name,price,img,if_affilated,reviews
41,다과류,국산과자,낙양식품,[낙양식품] 낙양식품 초칩 세트,"7,890",https://thumbnail.coupangcdn.com/thumbnails/remote/320x320ex/image/vendor_inventory/aff8/fe739ac5eb43a874612b63ae19b7f62e7d0f3ef920e332ac8a4e6c74967d.jpg,TRUE,
42,다과류,한과,점순당,[점순당] 점순당 유과세트,"9,900",https://image.auction.co.kr/itemimage/47/ea/08/47ea08be53.jpg,TRUE,
43,다과류,수입과자,루쉰코리아,[루쉰코리아] 은룡어 콩볶음 3개입,"8,100",https://mblogthumb-phinf.pstatic.net/MjAyMDAxMTJfMiAg/MDAxNTc4Nzk3OTM0MjE2.Omrgm3PGGuv13hvCS1FO8vNWCiQXPE0yLA0gyX43Oykg.EJL4Ga9q4ObP0SGZGg8GQ1t5AkwwEAIn1n3y2luTqW0g.JPEG.tpqms_spdlqj/IMG_9366.jpg?type=w800,FALSE,
44,다과류,국산과자,(주) 엠큐원,[(주) 엠큐원] 해피스낵 4종세트 ,"7,890",https://cdn.011st.com/11dims/resize/248/11src/product/4009620772/B.webp?334699974,TRUE,
45,다과류,국산과자,마이월드,[마이월드] 더 월드콘 세트,"8,450",https://www.chosun.com/resizer/v2/G3TI3FPS3JDVBGRX5IOK3O2XEA.jpg?auth=8908f2c5b9f7672cab6f619b2504232e8ca2b0476e0bcf63e2b0c4746521b8b4&width=616,TRUE,
46,다과류,국산과자,로아제과,[로아제과] 로아제과 특별 스틱모음,"8,800",https://sitem.ssgcdn.com/68/96/74/item/1000581749668_i1_332.jpg,FALSE,
47,다과류,수입과자,쉴카코리아,[쉴카코리아] 알룐카 초콜라타 5개입,"9,900",https://thumbnail.coupangcdn.com/thumbnails/remote/492x492ex/image/vendor_inventory/a20e/d236472f9b7b27306173f67df0afd2915e8e3be5b747613b1760a0e67ea8.png,TRUE,
48,다과류,한과,언내정당,[언내정당] 다식 세,"10,000",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTGEnkcnwqg2oZH-KrAKBu_ISCpf-s2YwcaVh_lTx0sKc20gedGIPkjIvKxrLiJmjqW1U4&usqp=CAU,FALSE,
49,다과류,국산과자,오라이온,[오라이온] 과자 모음 10,"7,890",https://thumbnail.coupangcdn.com/thumbnails/remote/320x320ex/image/vendor_inventory/42f8/1440cecff4c82e3d9bb62f40d0b689ad17ee3152c509707d2e2ce3e27214.jpg,FALSE,
50,다과류,국산과자,우주제과,[우주제과] 종합 간식 세트,"8,800",https://sitem.ssgcdn.com/49/10/86/item/1000673861049_i1_500.jpg,TRUE,
51,다과류,국산과자,공가당호로,[공가당호로] 30주년 당과자 세트 ,"7,950",https://gdimg.gmarket.co.kr/4328331603/still/280?ver=1760862381,TRUE,
52,다과류,국산과자,지역제과점,[지역제과점] 베스트 간식모음,"7,700",https://image.auction.co.kr/itemimage/35/a9/22/35a9221443.jpg,FALSE,
53,다과류,국산과자,(주) 범세계제과점,[(주) 범세계제과점] 제과점 할인 세트,"8,000",https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250710184955_cd28111a42f1419a981b2f2b136f87a9.jpg,TRUE,
54,다과류,한과,카젬베당,[카젬베당] 더 카젬베 한과세트,"9,100",https://img1.daumcdn.net/thumb/R720x0.q80/?scode=mtistory2&fname=https%3A%2F%2Ft1.daumcdn.net%2Fcfile%2Ftistory%2F171E8A044C4561B217,TRUE,
55,다과류,국산과자,조제프제과,[조제프제과] 종합과자 10종,"8,900",https://thumbnail.coupangcdn.com/thumbnails/remote/492x492ex/image/vendor_inventory/37e5/a2112c76899f1c9b72344c47bc1ecd4a26e3debdda39de83255e976a621e.jpg,FALSE,
56,다과류,국산과자,유스프제과,[유스프제과] 간식 선물세트,"8,300",https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250407114526_0fd910d79f684fa0b6d8a4a0f7034e7c.jpg,TRUE,
57,다과류,국산과자,양호제과,[양호제과] 양호과자세트,"7,400",https://cdn.011st.com/11dims/resize/248/11src/product/6110670913/B.jpg?549000000,FALSE,
58,다과류,한과,이명복제과,[이명복제과] 이명복장인 한과세트,"12,000",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRFapD9A4ghxSlVM0zDo6u7AbwV7kDwXIxoQg&s,FALSE,
59,다과류,국산과자,고종식품,[고종식품] 과자세트 ,"6,700",https://thumbnail.coupangcdn.com/thumbnails/remote/320x320ex/image/vendor_inventory/d94e/f522437e65dc8f37319e12b0521d0d6c234587e3ef27959f4e292e19477c.jpg,TRUE,
